image_id,video_prompt
508,"Subtle steam rising from the coffee, the girl's eyes slowly blink, glitter particles gently drift in the air, light shimmer changes subtly across the table and street background."
509,Gentle breeze rustles hair and dress. Butterflies flutter. Rainbow shimmers softly. Flowers sway subtly.
510,"Subtle flicker and glow in the city lights within the eye, with light trails along the roads gently pulsing. The intricate spokes and hairs around the eye could have a very subtle, almost imperceptible vibrate."
511,"Miniature figures subtly shift, digging and raking. Water flows gently, shimmering with light reflections along its illuminated banks. The sailboat's mast slightly sways. The clouds drift slowly. Tiny birds flap their wings and glide. Subtle camera pan right."
512,"Subtle ripples across the glowing sand circles, light particles drifting from the sky trails, gentle wave motion on the water, fabric of the figure's robe softly billows."
513,"The floating butterflies softly flutter their wings, with some strings subtly swaying. The glowing particles along the fabric gently twinkle and flow. The woman's hair and dress subtly sway with her movement, and the tip of the fabric holding the ornament gently sways. A subtle camera zoom out reveals more of the surrounding forest, which has a very gentle fog floating through the trees."
514,A slight breeze causes the hair and jacket to gently sway. Her eyes subtly blink. The shadows beneath her shift and deepen as if a light source overhead slowly moves.
515,"Here's a video generation prompt for the image, focusing on subtle movements and animations:

Water cascades subtly from the stem, flowing into the upper pool where its surface gently ripples. The waterfall into the lower pool also shows continuous, soft flow. The surface of the lower pool subtly shimmers. The leaves on the miniature trees gently rustle. The girls' hair and dresses subtly sway as if from a light breeze. A very subtle, slow zoom out reveals more of the watermelon's scale."
516,"Subtle steam rising from the spoon; water flowing from the spoon into the bowl, creating ripples; goldfish swimming in the bowl; subtle shimmering on the water surface in the bowl; gentle swaying of the lotus flowers in the bowl; leaves on the miniature trees slightly trembling."
517,"A gentle glow emanates from the scroll, with subtle shimmering particle effects drifting around it and the girl. The butterflies flutter their wings softly, while those far away subtly shift position. The girl's hair and dress gently sway. The ethereal sparkles in the background slowly fall, and the light on the path subtly brightens and dims, mimicking a soft breath. A subtle camera zoom in and a gentle pan down adds depth."
518,"The woman breathes softly, her chest rising and falling. Her hair subtly sways with the gentle rocking of the train while a slight breeze causes the strands near her face to drift. The coffee in the plastic cup gently ripples as the train moves, and the reflections on the laptop screen subtly shift with the changing light. Her eyes softly blink, and her expression maintains a contemplative gaze out the window as the landscape outside smoothly glides by."
519,"A gentle breeze causes small green leaves to subtly sway. The waterfall flows continuously, with individual water droplets subtly falling from the high edges of the watermelon. A single watermelon seed floats down in the waterfall. The water in the pool gently ripples. The small figure slightly shifts her weight, her clothes subtly moving. The light source outside brightens and dims slightly, casting subtle shifts in highlights and shadows on the watermelon's interior."
520,"Subtle swaying of the dress fabric, especially the lower part with leaves, as if moved by a gentle breeze. A few more autumn leaves falling and drifting in the background and around the figure. The light in the background gently shimmers and pulses, subtly illuminating more leaves. Her eyelids gently lower and rise in a slow blink. The figure's breath is visible as a slight rise and fall of her chest. The camera very slowly and subtly zooms in."
521,"Subtle sway of large mushroom caps, glowing underbellies gently pulse,
small mushrooms softly float and drift in the distant air.
Vines hanging from trees lightly sway.
Gentle camera pan from bottom left upwards.
Small creatures fly and dart between buildings.
Warm glows from windows softly flicker.
Dust motes dance in rays of light."
522,"Subtle head tilt and soft eye blinks. Hair strands around the face gently sway. Microphone slightly shifts as fingers adjust grip. Golden hoop earring sways. Particles subtly glitter around the face and shoulders. Soft light pulses from the bottom left, mimicking stage lights."
523,"A gentle shimmer radiates from the crystal spires of the castle, with subtle glints of light dancing across their surfaces. The rainbow mist at the base of the floating island softly undulates, and individual strands of light cascading downward from the island subtly sway and pulse in intensity, creating a soft, ethereal flow. Occasionally, faint, shimmering sparkles drift upwards from the clouds below towards the island. The clouds themselves slowly drift and morph, and a soft, gradual transition shifts the sky's colors between the warm hues on the left and the cooler tones on the right."
524,"A majestic crystal castle shimmers with subtle light refractions. The rainbow above slowly brightens and fades, while clouds drift lazily across the starlit sky. Water gently ripples in the floating island's lakes, overflowing as shimmering waterfalls stream down, their colors softly pooling into the clouds below. Trees on the island subtly sway their branches, casting faint, dancing shadows. A gentle, almost imperceptible camera push-in enhances the ethereal depth."
525,"Subtle hair and clothing sway (especially long hair tips and jacket sleeves), light shimmer on metallic accents, slow breath-like chest rise and fall, gentle flicker in neon lights reflecting in background, slight head turn with eyes blinking, soft focus rack or very minor camera zoom in."
526,"The white tiger breathes subtly, its fur gently rippling with the movement. The mystical smoke surrounding it billows softly, and faint wisps of illuminated energy pulsate around its paws. Tiny, scattered particles drift slowly through the air, adding depth to the mystical atmosphere."
527,"A subtle iridescent shimmer across the wings, mimicking faint dust motes catching light. The antennae slightly twitch. The small lights on its body subtly flicker, revealing depth and highlighting the intricate metallic textures. A gentle, almost imperceptible pulsation of the abdomen. The surrounding golden light trails slowly undulate and expand outwards. A very slight, slow zoom-out camera movement, revealing more of the dark, ambient background."
528,"Subtle, slow zoom out. Particles of light shimmer and rise from the circular platform, especially along the blue glowing lines. The glowing accents on the figure subtly pulse and shift intensity. The clouds in the background drift slowly."
529,"A subtle shimmer and sway in the DNA-like helix as light particles drift around it and within its glowing strands. The white dust on the ground softly billows and shifts with imperceptible currents, and small pebbles subtly vibrate on the surface of the sand and within the crater. The light above flickers gently."
530,"Falling rose petals gently drift into the vase, settling among those already inside. wisps of smoke subtly curl and dissipate around the rose. The flame within the lantern flickers softly, casting a gentle, shifting light on the surrounding moss and petals. A very slow, almost imperceptible zoom out reveals more of the mossy ground."
531,Subtle floating debris and dust particles drift across the ring and within the cityscape. The large blue moon pulses softly with an internal glow. Lights flicker gently from illuminated windows across the futuristic buildings. Water in the canal shimmers with subtle ripples and reflections. Flying vehicles and distant spaceships slowly traverse the sky. The camera subtly zooms in and out and pans across the scene.
532,"Dynamic camera push-in with a slight upward tilt, subtle flickering and glow of the blue neon lights on the giant arm, sparks from the laser cannon gently drift upwards, and the distant street lights subtly shimmer."
533,"A subtle breeze rustles the kimono and hair of the woman, causing small blossoms on her garment to gently shift. The glowing blue elements within the sword and background flicker softly, hinting at an internal energy flow. Tiny light particles drift lazily through the air, glinting as they catch an unseen light source. Her eyes blink slowly, a faint glow emanating from them with each closure."
534,"Subtle glowing ripple outwards from the glowing circle, ocean waves gently crash and recede, stars very slowly drift across the sky, subtle atmospheric haze over the horizon."
535,"The glitter on her face and body subtly shimmers. The colorful strokes of her hair gently sway. Her lips part slightly as if taking a breath. The bright background strokes subtly shift in color and luminance, like light reflecting off an uneven surface."
536,A subtle upward and downward movement of the woman's chest as if breathing. Her hair gently sways and a few strands shift around her face. The light from the hanging lamps subtly flickers. The wine in the glass subtly moves as if the table is slightly vibrating. The rose in the vase subtly sways.
537,"Subtle shimmer on skin and glitter. Gentle swaying of hair strands. Slow, almost imperceptible blink of the eyes. Soft rise and fall of chest suggesting breathing. Slow, subtle push-in camera movement."
538,"The translucent segments of the robotic hand subtly glow and dim in a sequence, suggesting power flow. The blue light within the lower display flickers gently, and the gears visibly but subtly grind and rotate as if in very slow motion. Thin, faint wisps of digital energy subtly emanate from the green circuit board."
539,"The distant spaceships gradually approach, their blue engine trails subtly stretching. Several tiny spacecraft emerge from the large structure's hangar, moving into the vastness of space. The lights on the large structure and the upper cylindrical buildings subtly twinkle and shift in brightness. A faint, almost imperceptible atmospheric haze gently wafts across the distant blue planet."
540,"Subtle movements:

*   **Hair:** Gentle sway and ripple of the white hair, particularly the strands framing the face, as if in a faint breeze.
*   **Eyes:** Slow, natural blink; a subtle shimmer or glow from the vibrant blue irises.
*   **Mask/Armor:** Faint, pulsating glow from the blue lights embedded in the mask and armor, particularly noticeable on the shoulder and chest areas.
*   **Earring:** Slight sway of the dangling earring on the right ear.
*   **Background:** Very subtle, distant light glimmers or soft, slow-moving bokeh effects in the blurred background.
*   **Camera:** Extremely subtle, slow z-axis zoom in, or a very slight, almost imperceptible parallax shift."
541,"Gentle flicker of light from the pumpkin house windows. Subtle rippling of the water in the stream, with the fishing line making tiny concentric circles. The fisherman's oar creates a slight splash. A soft rustle through the leaves of small plants and a slight sway of the pumpkin's stem."
542,"A subtle, slow pan upward, a shallow, gentle rise and fall of the large creature's belly suggesting breathing, and a slight flickering of ambient light across the furry textures."
543,"A woman aiming a cue stick at a pool table:

Subtle movements:
- The woman's hair gently sways.
- Her chest subtly rises and falls with breathing.
- Very slight glint of light on the pool balls.
- Tiny dust particles float in the air, catching the light.
- Extremely subtle movement of the cue stick as if she's about to make a shot.
- The bokeh lights in the background gently shift or pulse.
- A very minor, slow zoom into the scene, almost imperceptible."
544,"A subtle breeze rustles her hair and the decorative strands. The golden particles shimmer and drift gently, illuminated by a soft light that subtly waxes and wanes. The patterns on her kimono ripple slightly. The small flowers attached to her obi sway, and the koi in the background gently fin. Her eyes blink slowly. A very subtle zoom in."
545,Subtle sparkle on stars. Faint shimmer on archways and pillars. Gently swirling clouds. Drifting petals from flowers. Slight undulation of light on surfaces.
546,"Subtle shimmer and sparkle emanate from the fine dust particles around the rhino's feet, gently drifting upwards. The metallic scales on the rhino's body subtly reflect specks of light, creating a very subdued, almost imperceptible, internal glow that diffuses slightly across its surfaces."
547,"Subtle glowing particles rise from the magical circles, the waves gently lap at the shore, the hooded figure's robe subtly billows, and the distant stars shimmer slightly."
548,"Subtle shimmering on the building's glass facade, individual people walking and vehicles moving along the roads, water rippling gently in the lake, clouds drifting slowly across the sky, and very subtle, distant air traffic movements."
